"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00299","","","","10","3","2","2","8","2","2","3","0","0","0","0","1","","","","","","","0","1","0","","","","0","0","0","0","0","0","0.333333333","0.1","","0","30","0","0","3.333333333","3.333333333","0","0","11.11111111","11.11111111"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00300","","","","10","8","2","2","9","2","2","5","0","0","0","0","1.2","","","","","","","0","1.2","0","","","","0","0","0","0","0","0","0.24","0.12","","0","50","0","0","4","4","0","0","8","8"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00301","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00302","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00303","","","","10","1","1","2","8","2","2","1","3","0","0.8","0","2","9","1","1","6","5","0","0.8","2.8","3","0.266666667","","0.266666667","3","0.3","3","0.3","0.8","0.08","2","0.2","100","28.57142857","10","2.666666667","2.666666667","6.666666667","9.333333333","26.66666667","26.66666667","66.66666667","93.33333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00304","","","","10","8","2","2","9","2","2","5","4","1","1.7","0.03","40","9","1","1","8","3","0","1.73","41.73","5","0.425","0.03","0.346","1","0.5","0.8","0.4","0.346","0.173","8","4","80","4.145698538","50","5.666666667","5.766666667","133.3333333","139.1","11.33333333","11.53333333","266.6666667","278.2"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00305","","","","10","8","1","2","8","2","2","6","13","10","2.5","0.05","42","3","2","1","7","3","0.12","2.55","44.55","23","0.192307692","0.005","0.110869565","3.833333333","2.3","2.166666667","1.3","0.425","0.255","7","4.2","56.52173913","5.723905724","60","8.333333333","8.5","140","148.5","13.88888889","14.16666667","233.3333333","247.5"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00306","","","","10","8","2","2","8","2","2","3","0","0","0","0","5","","","","","","","0","5","0","","","","0","0","0","0","0","0","1.666666667","0.5","","0","30","0","0","16.66666667","16.66666667","0","0","55.55555556","55.55555556"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00307","","","","10","7","2","2","8","2","2","5","11","0","6","0","18","4","2","1","3","1","0","6","24","11","0.545454545","","0.545454545","2.2","1.1","2.2","1.1","1.2","0.6","3.6","1.8","100","25","50","20","20","60","80","40","40","120","160"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00308","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00309","","","","10","4","3","3","7","2","2","3","0","2","0","0.02","25","5","1","1","3","7","0","0.02","25.02","2","","0.01","0.01","0.666666667","0.2","0","0","0.006666667","0.002","8.333333333","2.5","0","0.079936051","30","0","0.066666667","83.33333333","83.4","0","0.222222222","277.7777778","278"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00310","","","","10","5","2","2","7","2","2","4","4","5","1","0.03","13","9","1","1","7","3","0","1.03","14.03","9","0.25","0.006","0.114444444","2.25","0.9","1","0.4","0.2575","0.103","3.25","1.3","44.44444444","7.341411262","40","3.333333333","3.433333333","43.33333333","46.76666667","8.333333333","8.583333333","108.3333333","116.9166667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00311","","","","10","5","3","3","6","2","2","2","7","0","0.8","0","10","8","1","1","3","6","0","0.8","10.8","7","0.114285714","","0.114285714","3.5","0.7","3.5","0.7","0.4","0.08","5","1","100","7.407407407","20","2.666666667","2.666666667","33.33333333","36","13.33333333","13.33333333","166.6666667","180"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00312","","","","10","7","3","3","8","2","2","6","0","0","0","0","30","","","","","","","0","30","0","","","","0","0","0","0","0","0","5","3","","0","60","0","0","100","100","0","0","166.6666667","166.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00313","","","","10","6","4","3","7","2","2","3","0","0","0","0","1","","","","","","","0","1","0","","","","0","0","0","0","0","0","0.333333333","0.1","","0","30","0","0","3.333333333","3.333333333","0","0","11.11111111","11.11111111"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00314","","","","10","6","3","3","8","2","2","6","1","0","0.25","0","8","8","1","1","3","5","0","0.25","8.25","1","0.25","","0.25","0.166666667","0.1","0.166666667","0.1","0.041666667","0.025","1.333333333","0.8","100","3.03030303","60","0.833333333","0.833333333","26.66666667","27.5","1.388888889","1.388888889","44.44444444","45.83333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00315","","","","10","8","3","3","8","2","2","6","6","6","1.35","0.04","10","9","2","1","3","5","0.12","1.39","11.39","12","0.225","0.006666667","0.115833333","2","1.2","1","0.6","0.231666667","0.139","1.666666667","1","50","12.20368745","60","4.5","4.633333333","33.33333333","37.96666667","7.5","7.722222222","55.55555556","63.27777778"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00316","","","","10","8","2","2","9","2","2","7","11","3","6","0.05","62","8","2","1","4","1","0","6.05","68.05","14","0.545454545","0.016666667","0.432142857","2","1.4","1.571428571","1.1","0.864285714","0.605","8.857142857","6.2","78.57142857","8.890521675","70","20","20.16666667","206.6666667","226.8333333","28.57142857","28.80952381","295.2380952","324.047619"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00317","","","","10","10","1","2","9","2","2","7","0","3","0","0.03","45","9","1","1","3","5","0","0.03","45.03","3","","0.01","0.01","0.428571429","0.3","0","0","0.004285714","0.003","6.428571429","4.5","0","0.066622252","70","0","0.1","150","150.1","0","0.142857143","214.2857143","214.4285714"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00318","","","","10","3","5","6","4","2","2","3","0","0","0","0","1","","","","","","","0","1","0","","","","0","0","0","0","0","0","0.333333333","0.1","","0","30","0","0","3.333333333","3.333333333","0","0","11.11111111","11.11111111"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00319","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00320","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00321","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00322","","","","10","6","2","2","9","2","2","4","0","0","0","0","50","","","","","","","0","50","0","","","","0","0","0","0","0","0","12.5","5","","0","40","0","0","166.6666667","166.6666667","0","0","416.6666667","416.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00323","","","","10","6","4","3","8","2","2","4","0","6","0","0.05","6","8","1","1","3","6","0","0.05","6.05","6","","0.008333333","0.008333333","1.5","0.6","0","0","0.0125","0.005","1.5","0.6","0","0.826446281","40","0","0.166666667","20","20.16666667","0","0.416666667","50","50.41666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00324","","","","10","7","3","2","9","2","2","7","1","1","0.2","0.01","33","8","1","1","3","5","0","0.21","33.21","2","0.2","0.01","0.105","0.285714286","0.2","0.142857143","0.1","0.03","0.021","4.714285714","3.3","50","0.632339657","70","0.666666667","0.7","110","110.7","0.952380952","1","157.1428571","158.1428571"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00325","","","","10","9","2","2","9","2","2","7","12","12","2.5","0.5","38","3","1","1","4","2","0","3","41","24","0.208333333","0.041666667","0.125","3.428571429","2.4","1.714285714","1.2","0.428571429","0.3","5.428571429","3.8","50","7.317073171","70","8.333333333","10","126.6666667","136.6666667","11.9047619","14.28571429","180.952381","195.2380952"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00326","","","","10","7","2","2","8","2","2","5","1","0","0.35","0","20","3","1","1","3","5","0.12","0.35","20.35","1","0.35","","0.35","0.2","0.1","0.2","0.1","0.07","0.035","4","2","100","1.71990172","50","1.166666667","1.166666667","66.66666667","67.83333333","2.333333333","2.333333333","133.3333333","135.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00327","","","","10","7","2","2","8","2","2","5","0","0","0","0","35","","","","","","","0","35","0","","","","0","0","0","0","0","0","7","3.5","","0","50","0","0","116.6666667","116.6666667","0","0","233.3333333","233.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00328","","","","10","9","3","3","8","2","2","8","9","5","9","0.04","18","3","2","1","8","1","1.17","9.04","27.04","14","1","0.008","0.645714286","1.75","1.4","1.125","0.9","1.13","0.904","2.25","1.8","64.28571429","33.43195266","80","30","30.13333333","60","90.13333333","37.5","37.66666667","75","112.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00329","","","","10","5","3","3","8","2","2","5","3","0","0.9","0","17","5","1","1","3","5","0.12","0.9","17.9","3","0.3","","0.3","0.6","0.3","0.6","0.3","0.18","0.09","3.4","1.7","100","5.027932961","50","3","3","56.66666667","59.66666667","6","6","113.3333333","119.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00330","","","","10","5","3","4","7","2","2","3","0","0","0","0","10","","","","","","","0","10","0","","","","0","0","0","0","0","0","3.333333333","1","","0","30","0","0","33.33333333","33.33333333","0","0","111.1111111","111.1111111"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00331","","","","10","7","2","2","9","2","2","5","0","0","0","0","37","","","","","","","0","37","0","","","","0","0","0","0","0","0","7.4","3.7","","0","50","0","0","123.3333333","123.3333333","0","0","246.6666667","246.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00332","","","","10","3","4","5","6","2","2","2","0","0","0","0","13","","","","","","","0","13","0","","","","0","0","0","0","0","0","6.5","1.3","","0","20","0","0","43.33333333","43.33333333","0","0","216.6666667","216.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00333","","","","10","3","2","3","7","2","2","2","2","0","0.5","0","40","9","1","1","3","5","0","0.5","40.5","2","0.25","","0.25","1","0.2","1","0.2","0.25","0.05","20","4","100","1.234567901","20","1.666666667","1.666666667","133.3333333","135","8.333333333","8.333333333","666.6666667","675"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00334","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00335","","","","10","2","3","3","8","2","2","2","0","0","0","0","27","","","","","","","0","27","0","","","","0","0","0","0","0","0","13.5","2.7","","0","20","0","0","90","90","0","0","450","450"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00336","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00337","","","","10","8","2","2","8","2","2","7","0","0","0","0","30","","","","","","","0","30","0","","","","0","0","0","0","0","0","4.285714286","3","","0","70","0","0","100","100","0","0","142.8571429","142.8571429"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00338","","","","10","7","2","2","9","2","2","6","1","1","0.45","0.01","45","5","1","1","3","5","0.12","0.46","45.46","2","0.45","0.01","0.23","0.333333333","0.2","0.166666667","0.1","0.076666667","0.046","7.5","4.5","50","1.011878575","60","1.5","1.533333333","150","151.5333333","2.5","2.555555556","250","252.5555556"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00339","","","","10","4","3","3","9","2","2","1","3","3","0.4","0.01","1","4","1","1","3","6","0","0.41","1.41","6","0.133333333","0.003333333","0.068333333","6","0.6","3","0.3","0.41","0.041","1","0.1","50","29.07801418","10","1.333333333","1.366666667","3.333333333","4.7","13.33333333","13.66666667","33.33333333","47"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00340","","","","10","9","2","2","8","2","2","8","15","5","4","0.04","47","8","1","1","3","3","3.96","4.04","51.04","20","0.266666667","0.008","0.202","2.5","2","1.875","1.5","0.505","0.404","5.875","4.7","75","7.915360502","80","13.33333333","13.46666667","156.6666667","170.1333333","16.66666667","16.83333333","195.8333333","212.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00341","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00342","","","","10","8","3","3","8","2","2","7","0","3","0","0.1","26","3","1","1","3","7","0.12","0.1","26.1","3","","0.033333333","0.033333333","0.428571429","0.3","0","0","0.014285714","0.01","3.714285714","2.6","0","0.383141762","70","0","0.333333333","86.66666667","87","0","0.476190476","123.8095238","124.2857143"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00343","","","","10","4","4","3","9","2","2","4","5","0","2.45","0","48","9","1","1","3","2","0","2.45","50.45","5","0.49","","0.49","1.25","0.5","1.25","0.5","0.6125","0.245","12","4.8","100","4.85629336","40","8.166666667","8.166666667","160","168.1666667","20.41666667","20.41666667","400","420.4166667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00344","","","","10","4","3","3","7","2","2","3","3","0","0.5","0","3","5","1","1","2","5","11.03","0.5","3.5","3","0.166666667","","0.166666667","1","0.3","1","0.3","0.166666667","0.05","1","0.3","100","14.28571429","30","1.666666667","1.666666667","10","11.66666667","5.555555556","5.555555556","33.33333333","38.88888889"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00345","","","","10","5","2","2","9","2","2","5","4","0","0.5","0","45","3","1","1","3","5","3.96","0.5","45.5","4","0.125","","0.125","0.8","0.4","0.8","0.4","0.1","0.05","9","4.5","100","1.098901099","50","1.666666667","1.666666667","150","151.6666667","3.333333333","3.333333333","300","303.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00346","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00347","","","","10","4","3","2","7","2","2","4","1","0","0.2","0","10","8","2","1","3","5","1.17","0.2","10.2","1","0.2","","0.2","0.25","0.1","0.25","0.1","0.05","0.02","2.5","1","100","1.960784314","40","0.666666667","0.666666667","33.33333333","34","1.666666667","1.666666667","83.33333333","85"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00348","","","","10","8","2","2","9","2","2","4","0","0","0","0","36","","","","","","","0","36","0","","","","0","0","0","0","0","0","9","3.6","","0","40","0","0","120","120","0","0","300","300"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00349","","","","10","4","2","2","9","2","2","3","0","0","0","0","40","","","","","","","0","40","0","","","","0","0","0","0","0","0","13.33333333","4","","0","30","0","0","133.3333333","133.3333333","0","0","444.4444444","444.4444444"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00350","","","","10","8","3","3","8","2","2","3","2","2","0.45","0.01","13","8","1","1","3","5","0","0.46","13.46","4","0.225","0.005","0.115","1.333333333","0.4","0.666666667","0.2","0.153333333","0.046","4.333333333","1.3","50","3.417533432","30","1.5","1.533333333","43.33333333","44.86666667","5","5.111111111","144.4444444","149.5555556"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00351","","","","10","5","2","2","8","2","2","4","3","3","0.5","0.02","33","9","2","1","4","6","0","0.52","33.52","6","0.166666667","0.006666667","0.086666667","1.5","0.6","0.75","0.3","0.13","0.052","8.25","3.3","50","1.551312649","40","1.666666667","1.733333333","110","111.7333333","4.166666667","4.333333333","275","279.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00352","","","","10","2","2","2","8","2","2","2","0","0","0","0","39","","","","","","","0","39","0","","","","0","0","0","0","0","0","19.5","3.9","","0","20","0","0","130","130","0","0","650","650"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00353","","","","10","2","2","2","8","2","2","2","0","0","0","0","15","","","","","","","0","15","0","","","","0","0","0","0","0","0","7.5","1.5","","0","20","0","0","50","50","0","0","250","250"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00354","","","","10","1","2","2","8","2","2","1","0","0","0","0","6","","","","","","","0","6","0","","","","0","0","0","0","0","0","6","0.6","","0","10","0","0","20","20","0","0","200","200"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00355","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00356","","","","10","6","2","2","8","2","2","4","12","4","2.65","0.04","44","3","2","1","7","3","0","2.69","46.69","16","0.220833333","0.01","0.168125","4","1.6","3","1.2","0.6725","0.269","11","4.4","75","5.761405012","40","8.833333333","8.966666667","146.6666667","155.6333333","22.08333333","22.41666667","366.6666667","389.0833333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00357","","","","10","5","2","2","9","2","2","3","5","11","1.4","0.9","8","4","1","1","3","3","0","2.3","10.3","16","0.28","0.081818182","0.14375","5.333333333","1.6","1.666666667","0.5","0.766666667","0.23","2.666666667","0.8","31.25","22.33009709","30","4.666666667","7.666666667","26.66666667","34.33333333","15.55555556","25.55555556","88.88888889","114.4444444"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00358","","","","10","7","3","3","9","2","2","6","3","0","3","0","40","8","2","1","4","1","0","3","43","3","1","","1","0.5","0.3","0.5","0.3","0.5","0.3","6.666666667","4","100","6.976744186","60","10","10","133.3333333","143.3333333","16.66666667","16.66666667","222.2222222","238.8888889"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00359","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00360","","","","10","5","4","5","8","2","2","4","2","5","1","0.4","14","3","2","1","2","2","0","1.4","15.4","7","0.5","0.08","0.2","1.75","0.7","0.5","0.2","0.35","0.14","3.5","1.4","28.57142857","9.090909091","40","3.333333333","4.666666667","46.66666667","51.33333333","8.333333333","11.66666667","116.6666667","128.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00361","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00362","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00363","","","","10","8","2","2","9","2","2","8","2","2","0.5","0.01","85","3","1","1","4","5","0.02","0.51","85.51","4","0.25","0.005","0.1275","0.5","0.4","0.25","0.2","0.06375","0.051","10.625","8.5","50","0.596421471","80","1.666666667","1.7","283.3333333","285.0333333","2.083333333","2.125","354.1666667","356.2916667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00364","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00365","","","","10","6","2","2","9","2","2","6","0","0","0","0","72","","","","","","","0","72","0","","","","0","0","0","0","0","0","12","7.2","","0","60","0","0","240","240","0","0","400","400"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00366","","","","10","2","3","3","7","2","2","1","0","0","0","0","1","","","","","","","0","1","0","","","","0","0","0","0","0","0","1","0.1","","0","10","0","0","3.333333333","3.333333333","0","0","33.33333333","33.33333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00367","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00368","","","","10","5","2","2","9","2","2","5","0","0","0","0","78","","","","","","","0","78","0","","","","0","0","0","0","0","0","15.6","7.8","","0","50","0","0","260","260","0","0","520","520"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00369","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00370","","","","10","5","3","4","7","2","2","5","0","0","0","0","18","","","","","","","0","18","0","","","","0","0","0","0","0","0","3.6","1.8","","0","50","0","0","60","60","0","0","120","120"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00371","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00372","","","","10","8","2","2","9","2","2","6","0","0","0","0","63","","","","","","","0","63","0","","","","0","0","0","0","0","0","10.5","6.3","","0","60","0","0","210","210","0","0","350","350"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00373","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00374","","","","10","5","3","3","8","2","2","5","5","1","1.2","0.01","50","4","1","1","4","6","0","1.21","51.21","6","0.24","0.01","0.201666667","1.2","0.6","1","0.5","0.242","0.121","10","5","83.33333333","2.362819762","50","4","4.033333333","166.6666667","170.7","8","8.066666667","333.3333333","341.4"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00375","","","","10","5","2","2","8","2","2","4","0","0","0","0","10","","","","","","","0","10","0","","","","0","0","0","0","0","0","2.5","1","","0","40","0","0","33.33333333","33.33333333","0","0","83.33333333","83.33333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00376","","","","10","9","2","3","7","2","2","7","0","0","0","0","50","","","","","","","0","50","0","","","","0","0","0","0","0","0","7.142857143","5","","0","70","0","0","166.6666667","166.6666667","0","0","238.0952381","238.0952381"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00377","","","","10","1","2","2","7","2","2","1","0","0","0","0","15","","","","","","","0","15","0","","","","0","0","0","0","0","0","15","1.5","","0","10","0","0","50","50","0","0","500","500"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00378","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00379","","","","10","6","3","3","8","2","2","5","0","0","0","0","22","","","","","","","0","22","0","","","","0","0","0","0","0","0","4.4","2.2","","0","50","0","0","73.33333333","73.33333333","0","0","146.6666667","146.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00380","","","","10","8","4","3","9","2","2","4","7","10","1.7","0.3","18","4","2","1","3","3","3.03","2","20","17","0.242857143","0.03","0.117647059","4.25","1.7","1.75","0.7","0.5","0.2","4.5","1.8","41.17647059","10","40","5.666666667","6.666666667","60","66.66666667","14.16666667","16.66666667","150","166.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00381","","","","10","5","2","2","8","2","2","3","4","0","0.95","0","28","4","1","1","3","5","0.12","0.95","28.95","4","0.2375","","0.2375","1.333333333","0.4","1.333333333","0.4","0.316666667","0.095","9.333333333","2.8","100","3.281519862","30","3.166666667","3.166666667","93.33333333","96.5","10.55555556","10.55555556","311.1111111","321.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00382","","","","10","8","2","2","8","2","2","4","0","0","0","0","32","","","","","","","0","32","0","","","","0","0","0","0","0","0","8","3.2","","0","40","0","0","106.6666667","106.6666667","0","0","266.6666667","266.6666667"
